,word,xG
1030,incur,4.647043644736389
1031,index,4.065128493665891
1032,inept,4.8794746749008935
1033,inert,5.339549120583455
1034,infer,4.770335207173348
1035,ingot,4.595643576264529
1036,inlay,4.776426914420857
1037,inlet,5.3207936664231905
1038,inner,4.492814655177415
1039,input,4.455266022654121
1040,inter,5.30312176311933
1041,intro,4.9644796913111175
1042,ionic,3.9565191912786717
1043,irate,5.832240650231297
1044,irony,4.937967914630354
1045,islet,5.303407701273469
1046,issue,4.20489390111584
1047,itchy,4.127066759173817
1048,ivory,4.293887237738688
1049,jaunt,4.336585066050795
1050,jazzy,2.3089901273365907
1051,jelly,3.41321772556762
1052,jerky,3.772261066206294
1053,jetty,3.447624422741703
1054,jewel,3.4718109489470246
1055,jiffy,2.4966597578024436
1056,joint,4.400655199270178
1057,joist,4.477328616035421
1058,joker,4.107346854101661
1059,jolly,3.259064602920634
1060,joust,4.254303132842302
1061,judge,3.7669501379865062
1062,juice,4.334551904661031
1063,juicy,3.688148179632248
1064,jumbo,3.140509697187003
1065,jumpy,3.058083832395558
1066,junta,4.0598442989108605
1067,junto,3.9624660930132856
1068,juror,3.541288571947271
1069,kappa,2.827556331503782
1070,karma,3.83523292421051
1071,kayak,2.906094860734105
1072,kebab,3.6468793203295022
1073,khaki,3.4609364749381375
1074,kinky,3.3011197262591523
1075,kiosk,3.7489310575854065
1076,kitty,3.6024076659635718
1077,knack,3.592530901590535
1078,knave,4.433765395815672
1079,knead,4.565302221030809
1080,kneed,3.935715254383291
1081,kneel,4.242862661149391
1082,knelt,4.771687806311214
1083,knife,4.3467241004209844
1084,knock,3.4110864779846817
1085,knoll,3.8236123628346514
1086,known,3.1438441593414366
1087,koala,4.145655556122012
1088,krill,4.073130067586059
1089,label,4.51633311737124
1090,labor,5.073678423808889
1091,laden,5.314647755994688
1092,ladle,4.689645815129214
1093,lager,5.337240303863653
1094,lance,5.521268585139591
1095,lanky,4.461870493901854
1096,lapel,4.619609947208606
1097,lapse,5.4342657660464
1098,large,5.445989395583487
1099,larva,4.079935828875801
1100,lasso,4.422273327810785
1101,latch,4.891165096908852
1102,later,5.7060462932655795
1103,lathe,5.3975903322079875
1104,latte,5.004043842863377
1105,laugh,4.561795140493888
1106,layer,5.3603985860026695
1107,leach,5.179688320908021
1108,leafy,4.810030732963878
1109,leaky,4.7662241655611215
1110,leant,5.685237831500907
1111,leapt,5.420039700376451
1112,learn,5.65729287049366
1113,lease,5.185432637603333
1114,leash,5.364993897092032
1115,least,5.754611171338048
1116,leave,4.528338045141708
1117,ledge,4.277718743542362
1118,leech,4.353405767169552
1119,leery,4.601241228013027
1120,lefty,4.547397626162218
1121,legal,4.442007540448276
1122,leggy,3.7946020884588703
1123,lemon,4.904285695125377
1124,lemur,4.907904608430681
1125,leper,4.6216798367808645
1126,level,3.5135821890807146
1127,lever,4.294102222543519
1128,libel,4.327360547367671
1129,liege,4.521469932538734
1130,light,4.4746718612906875
1131,liken,4.820651273464258
1132,lilac,4.246166698750277
1133,limbo,4.216040849877498
1134,limit,4.065569360566649
1135,linen,4.585513235227161
1136,liner,5.403784929728338
1137,lingo,4.578825197270606
1138,lipid,3.7679680434078
1139,lithe,5.175386881375612
1140,liver,4.867301940957503
1141,livid,3.4632278786046173
1142,llama,3.5094454910312516
1143,loamy,4.767926190744762
1144,loath,5.175878728862842
1145,lobby,3.5521168161046632
1146,local,4.383572345233929
1147,locus,4.637188024813615
1148,lodge,4.878960702701589
1149,lofty,4.39063252291758
1150,logic,4.52075546804403
1151,login,4.725569620002188
1152,loopy,3.844820426295961
1153,loose,4.78782049841185
1154,lorry,4.345252448036889
1155,loser,5.464891093428854
1156,louse,5.356711781630499
1157,lousy,4.762324319506444
1158,lover,4.895650305971825
1159,lower,4.961988547513458
1160,lowly,3.5608260993513223
1161,loyal,4.277052379030082
1162,lucid,4.482353496719833
1163,lucky,3.893759752778496
1164,lumen,4.806682288348346
1165,lumpy,3.951803655173152
1166,lunar,5.147327925495926
1167,lunch,4.425453753650632
1168,lunge,4.844717924591697
1169,lupus,3.618249436709421
1170,lurch,4.608496871220168
1171,lurid,4.813066059182216
1172,lusty,4.602946134181693
1173,lying,4.346483917563067
1174,lymph,3.795676867045094
1175,lynch,4.241379006725195
1176,lyric,4.609686991379737
1177,macaw,3.5534731253567506
1178,macho,4.366765225378181
1179,macro,4.8729791574746635
1180,madam,3.1489320339118922
1181,madly,4.479020506841287
1182,mafia,3.70591359080535
1183,magic,4.340449861851648
1184,magma,2.961251926227034
1185,maize,4.547456405900666
1186,major,4.295351565578649
1187,maker,4.826127493742067
1188,mambo,3.5468507261147852
1189,mamma,2.3832049086481772
1190,mammy,2.8961399841608233
1191,manga,3.802869616032441
1192,mange,4.922819369085117
1193,mango,4.476382113206611
1194,mangy,4.297514318111552
1195,mania,4.184045276348903
1196,manic,4.651303038023528
1197,manly,4.692280287845911
1198,manor,5.112225632803871
1199,maple,5.10643142417553
1200,march,4.739088878975656
1201,marry,4.20971525394448
1202,marsh,4.926910200362439
1203,mason,4.875803132708765
1204,masse,4.557527391354064
1205,match,4.57487477069719
1206,matey,5.017809106021926
1207,mauve,4.533016160766327
1208,maxim,3.2154347292816796
1209,maybe,4.583305950655482
1210,mayor,4.882693328041234
1211,mealy,5.0335476307760505
1212,meant,5.363351777236667
1213,meaty,5.0155724192535
1214,mecca,4.0714969041342295
1215,medal,4.966322359545595
1216,media,4.779210166484276
1217,medic,4.472646445782658
1218,melee,3.804652782325656
1219,melon,4.946382672417901
1220,mercy,4.736111364955288
1221,merge,4.3742306414628995
1222,merit,5.307109126645554
1223,merry,4.207997616079716
1224,metal,5.244231901514467
1225,meter,4.655007715463589
1226,metro,5.1298436934830125
1227,micro,4.670262395800699
1228,midge,4.507254103810255
1229,midst,4.622829411073967
1230,might,4.160047273550954
1231,milky,3.992190464220976
1232,mimic,2.802387050014806
1233,mince,4.936552993979149
1234,miner,5.126426654003758
1235,minim,3.0137492579332985
1236,minor,4.8992035077809835
1237,minty,4.469032215446511
1238,minus,4.398567012306554
1239,mirth,4.728952519081176
1240,miser,5.169064059673702
1241,missy,3.70094112607353
1242,mocha,4.314364300734378
1243,modal,4.738412729089567
1244,model,4.917249146520869
1245,modem,3.974002286758187
1246,mogul,4.321427571467709
1247,moist,5.020326379114938
1248,molar,5.155018989558313
1249,moldy,4.280386035865036
1250,money,4.781403638615231
1251,month,4.5590464205666565
1252,moody,3.5388760451836774
1253,moose,4.460684403810798
1254,moral,5.126409610212163
1255,moron,4.146174243003834
1256,morph,4.419530984011932
1257,mossy,3.7404392506501085
1258,motel,5.198777534915654
1259,motif,4.33881131571213
1260,motor,4.284483532289903
1261,motto,3.3691650115851304
1262,moult,4.826478341747045
1263,mound,4.376096961768804
1264,mount,4.732930158116757
1265,mourn,4.763883947098506
1266,mouse,5.0279318153625185
1267,mouth,4.4735200026854605
1268,mover,4.601175694337711
1269,movie,4.546291458483565
1270,mower,4.675381959370885
1271,mucky,3.5550981067066023
1272,mucus,3.3791204921846587
1273,muddy,3.1592035753852308
1274,mulch,4.182186919072292
1275,mummy,2.4788864111784537
1276,munch,4.097810391142998
1277,mural,4.889227755230184
1278,murky,3.9307748457713476
1279,mushy,3.9394706951752276
1280,music,4.2808827284837445
1281,musky,3.7273634219020897
1282,musty,4.284284780955496
1283,myrrh,3.644093875328562
1284,nadir,5.108985850074936
1285,naive,4.9753551057496495
1286,nanny,3.3074172432702387
1287,nasal,4.501388313126632
1288,nasty,4.890952478327959
1289,natal,4.565257988968901
1290,naval,3.9329013522774674
1291,navel,4.90069051768635
1292,needy,4.0539509211750895
1293,neigh,4.653078285536937
1294,nerdy,4.761168782637536
1295,nerve,4.284403633117085
1296,never,4.193785446867901
1297,newer,4.276509111776456
1298,newly,4.389700904771619
1299,nicer,5.182975462260212
1300,niche,4.790372994862441
1301,niece,4.615192773837014
1302,night,4.331992920932131
1303,ninja,3.293434101548154
1304,ninny,3.070368037793162
1305,ninth,3.9432491887024708
1306,noble,5.0140632573892265
1307,nobly,4.379750980331359
1308,noise,5.43674853307004
1309,noisy,4.839226919776061
1310,nomad,4.576582822452429
1311,noose,4.651814401980207
1312,north,4.959356340828203
1313,nosey,4.9752506372709675
1314,notch,4.5999782459346035
1315,novel,4.742000843110435
1316,nudge,4.499473790008565
1317,nurse,5.314447652752233
1318,nutty,3.7941968069210477
1319,nylon,3.8574684571734115
1320,nymph,3.6558495688082524
1321,oaken,4.8756712532123245
1322,obese,4.299196476466777
1323,occur,3.9437261755952084
1324,ocean,5.034131995793868
1325,octal,4.964607417881516
1326,octet,4.406166211079476
1327,odder,4.211132150406371
1328,oddly,3.582872609631772
1329,offal,3.6936091332513654
1330,offer,3.932296477590718
1331,often,4.729079125747562
1332,olden,5.057325752036728
1333,older,5.174240478957246
1334,olive,4.805607962058791
1335,ombre,4.7025659608270525
1336,omega,4.477473388558668
1337,onion,3.4507152260904714
1338,onset,5.293427001361714
1339,opera,5.0794898967592275
1340,opine,5.019823713260131
1341,opium,4.148298854160372
1342,optic,4.448608602943446
1343,orbit,4.95330347745672
1344,order,4.482353265722135
1345,organ,4.9625939829814305
1346,other,5.045298565697352
1347,otter,4.654868033672597
1348,ought,4.250081999041798
1349,ounce,5.01204332638559
1350,outdo,3.8513471409762947
1351,outer,5.28021077621888
1352,outgo,3.75736976730194
1353,ovary,4.488103488842489
1354,ovate,4.960697356999907
1355,overt,4.808271511356822
1356,ovine,4.666014972559211
1357,ovoid,3.42224818118125
1358,owing,4.024092532708137
1359,owner,4.806857679102289
1360,oxide,4.224531510935051
1361,ozone,3.7334788342262257
1362,paddy,3.6574736374036605
1363,pagan,3.993787943752515
1364,paint,5.184893675899569
1365,paler,5.467928340490402
1366,palsy,4.8336659045547785
1367,panel,5.371589411933896
1368,panic,4.748636534817414
1369,pansy,4.776727396820848
1370,papal,3.5394828495904944
1371,paper,4.595108355931154
1372,parer,4.778815004041351
1373,parka,3.9749134783119806
1374,parry,4.297175332173084
1375,parse,5.632709186693646
1376,party,5.005028392860514
1377,pasta,4.295795325067629
1378,paste,5.42501238408864
1379,pasty,4.7612421090468375
1380,patch,4.666827963551172
1381,patio,4.96544516588151
1382,patsy,4.837340965712744
1383,patty,4.099522596193916
1384,pause,5.288823957208319
1385,payee,4.511915686227075
1386,payer,5.16849554771495
1387,peace,4.782048257504405
1388,peach,4.937273135541461
1389,pearl,5.533003760468802
1390,pears,5.40236482297433
1391,pecan,5.041717874958178
1392,pedal,5.051193733868384
1393,penal,5.2643293884704505
1394,pence,4.464978365869669
1395,penne,3.8330175576557015
1396,penny,3.963752519017088
1397,perch,4.822274557472554
1398,peril,5.283861995290362
1399,perky,4.419776911838152
1400,pesky,4.1925522391661065
1401,pesto,5.011529129350081
1402,petal,5.327006408836422
1403,petty,4.084726995201039
1404,phase,5.195857118364912
1405,phone,4.961857815188201
1406,phony,4.381525682652649
1407,photo,3.90825121776212
1408,piano,4.937001075732802
1409,picky,3.836521137256588
1410,piece,4.514927583486884
1411,piety,4.831037858875677
1412,piggy,3.3283682443888365
1413,pilot,4.992731325419957
1414,pinch,4.359346195673694
1415,piney,4.845039129893472
1416,pinky,3.991408563739098
1417,pinto,4.7524565339755345
1418,piper,4.399811943073679
1419,pique,4.10407796702343
1420,pitch,4.43987340423014
1421,pithy,4.290166757361058
1422,pivot,4.371311040911976
1423,pixel,4.38166904071329
1424,pixie,3.592123283737094
1425,pizza,3.040100277378995
1426,place,5.386053756728946
1427,plaid,4.897935883080393
1428,plain,5.074865121122562
1429,plait,5.253488888239301
1430,plane,5.473762952953245
1431,plank,4.573861270736349
1432,plant,5.183427849735865
1433,plate,5.552068358766846
1434,plaza,3.5142978327469647
1435,plead,5.017124572372966
1436,pleat,5.367453326524022
1437,plied,5.0492866721695595
1438,plier,5.36149343229075
1439,pluck,4.0409557500681785
1440,plumb,3.853142172869073
1441,plume,4.717981934376419
1442,plump,3.4440137646321434
1443,plunk,4.141558191171644
1444,plush,4.4882869609643725
1445,poesy,4.8528545095545095
1446,point,5.017167521463309
1447,poise,5.315969654533593
1448,poker,4.7492287249620055
1449,polar,5.236889743432024
1450,polka,4.443075244875549
1451,polyp,3.6875725282780194
1452,pooch,3.7496199310939438
1453,poppy,2.8062100561966825
1454,porch,4.643886299690976
1455,poser,5.257063559598535
1456,posit,4.971849420338339
1457,posse,4.440765261309836
1458,pouch,4.332536578285268
1459,pound,4.459052514191717
1460,pouty,4.516299217893879
1461,power,4.762125906499874
1462,prank,4.722740422418486
1463,prawn,4.656446978510563
1464,preen,4.710736651664239
1465,press,4.384993602447116
1466,price,5.320054485939103
1467,prick,4.3978800955092625
1468,pride,5.165760298071385
1469,pried,5.163912265374013
1470,prime,5.081803090576674
1471,primo,4.639782345084165
1472,print,5.1240016014480645
1473,prior,4.421219240593202
1474,prism,4.680935978293433
1475,privy,4.224345267502485
1476,prize,4.599521520363587
1477,probe,4.992601302277998
1478,prone,5.376301958917529
1479,prong,4.613286337175654
1480,proof,3.836717995597591
1481,prose,5.392840681970707
1482,proud,4.671057374428221
1483,prove,4.799153226568367
1484,prowl,4.530410096035339
1485,proxy,3.985027751743711
1486,prude,4.956587155269151
1487,prune,5.170040821938298
1488,psalm,4.566388365989329
1489,pubic,3.995987465862348
1490,pudgy,3.762872772447836
1491,puffy,2.9327554754472116
1492,pulpy,3.505037033658985
1493,pulse,5.084666909628349
1494,punch,4.18226782013934
1495,pupal,3.9566928589515826
1496,pupil,3.8548178329989087
1497,puppy,2.5576297228133438
1498,puree,4.639573896792696
1499,purer,4.396677068930847
1500,purge,4.8275280071061575
1501,purse,5.199773564097898
1502,pushy,4.010034694763087
1503,putty,3.6832975776576276
1504,pygmy,2.8187353662849444
1505,quack,3.554538624782325
1506,quail,4.2478111910853045
1507,quake,4.047202225119402
1508,qualm,3.914410348114908
1509,quark,3.8860654362204095
1510,quart,4.515332168849839
1511,quash,4.032945903558435
1512,quasi,4.06747489395682
1513,queen,3.7245399583587613
1514,queer,3.8796356860290775
1515,quell,3.5666351414561834
1516,query,4.085707066884207
1517,quest,4.363250519487646
1518,queue,2.8970610720597154
1519,quick,3.385619284136589
1520,quiet,4.526787304349021
1521,quill,3.4024831112301035
1522,quilt,4.2371129935240095
1523,quirk,3.7190250652922865
1524,quite,4.474137468867789
1525,quota,4.148550282454333
1526,quote,4.456603355339531
1527,quoth,3.9023325461326945
1528,rabbi,3.9304116514675953
1529,rabid,4.7918205324785115
1530,racer,4.799848517477615
1531,radar,3.8538992686440534
1532,radii,4.265006721387705
1533,radio,5.051704069913046
1534,rainy,5.167184867044134
1535,raise,5.879262131627245
1536,rajah,3.667171335714151
1537,rally,4.379839687864288
1538,ralph,4.867434015703842
1539,ramen,5.295116589857531
1540,ranch,4.970920443174381
1541,randy,4.834758506381371
1542,range,5.368368689941602
1543,rapid,4.886619138955492
1544,rarer,4.19439593840628
1545,raspy,4.795177577918114
1546,ratio,5.348266274765284
1547,ratty,4.473321668359927
1548,raven,5.043276044029159
1549,rayon,5.083932804147798
1550,razor,3.9231883062985995
1551,reach,5.295029198136153
1552,react,5.697555047776097
1553,ready,5.142285414719924
1554,realm,5.373303493177156
1555,rearm,4.676133596421143
1556,rebar,4.56879742430183
1557,rebel,4.549651690567859
1558,rebus,4.717706468746415
1559,rebut,4.952442212557365
1560,recap,5.131634865370159
1561,recur,4.367046317855292
1562,recut,5.147049020092366
1563,reedy,4.29827724245256
1564,refer,3.688411163133739
1565,refit,5.0580483551584186
1566,regal,5.262625256861372
1567,rehab,4.833474021182983
1568,reign,5.09059908217857
1569,relax,4.753270289638598
1570,relay,5.306884629827221
1571,relic,5.163255339273762
1572,remit,5.212518718824959
1573,renal,5.556232211489754
1574,renew,4.3553883263776205
1575,repay,5.052969756121347
1576,repel,4.646874570477572
1577,reply,4.842774745908083
1578,rerun,4.49750486139609
1579,reset,5.021348522319005
1580,resin,5.342425852962443
1581,retch,5.0262277949306835
1582,retro,4.738140624792785
1583,retry,4.497663814208889
1584,reuse,4.908780916177202
1585,revel,4.319790477321929
1586,revue,4.181158150340934
1587,rhino,4.882147940531218
1588,rhyme,4.601705165608818
1589,rider,4.537001002361784
1590,ridge,4.9537070625715165
1591,rifle,5.0940098330200945
1592,right,4.613072160997454
1593,rigid,3.8336870121838498
1594,rigor,4.216368655779859
1595,rinse,5.54827274874228
1596,ripen,5.166152793812933
1597,riper,4.500984479202824
1598,risen,5.41455573385708
1599,riser,4.757936876783554
1600,risky,4.356121670896882
1601,rival,4.745970241246455
1602,river,4.169710550564856
1603,rivet,5.027169151630035
1604,roach,5.0945170327920755
1605,roast,5.646008840084459
1606,robin,4.804113112618995
1607,robot,4.233791174502384
1608,rocky,4.24652488004091
1609,rodeo,4.551364216565827
1610,roger,4.464808336635624
1611,rogue,5.054167050662141
1612,roomy,3.9157725832364845
1613,roost,4.67344681056455
1614,rotor,3.878689082664051
1615,rouge,5.0935816568138454
1616,rough,4.5385420989251815
1617,round,4.833816780960269
1618,rouse,5.472081507036731
1619,route,5.497276273855773
1620,rover,4.19346392590817
1621,rowdy,4.17672773190797
1622,rower,4.267417449970472
1623,royal,5.12100971726086
1624,ruddy,3.6174796175729305
1625,ruder,4.345703344990066
1626,rugby,3.9674360161461175
1627,ruler,4.587846308554107
1628,rumba,4.262327592134808
1629,rumor,4.040542061459574
1630,rupee,4.54093852768965
1631,rural,4.493554512665271
1632,rusty,4.723672861287957
1633,sadly,4.882278265785633
1634,safer,5.293413834110586
1635,saint,5.506968006152854
1636,salad,4.478044156017593
1637,sally,4.377261131008602
1638,salon,5.33267751751235
1639,salsa,3.80539990069228
1640,salty,5.160589914725412
1641,salve,5.15263191216086
1642,salvo,4.700645082650327
1643,sandy,4.786346844152655
1644,saner,5.735285364632567
1645,sappy,3.9358392032326157
1646,sassy,3.3767822317556293
1647,satin,5.364788042523079
1648,satyr,5.244607097601332
1649,sauce,5.452677513984857
1650,saucy,4.825123222857497
1651,sauna,4.442513260862551
1652,saute,5.621664617597925
1653,savor,4.97047264303798
1654,savoy,4.522775282220593
1655,savvy,3.5819916175807065
1656,scald,4.909172790314383
1657,scale,5.56681740143815
1658,scalp,4.862173664243042
1659,scaly,4.919671011700578
1660,scamp,4.434632023248915
1661,scant,5.211127367617009
1662,scare,5.63350733203583
1663,scarf,4.728314436597072
1664,scary,4.997346265273247
1665,scene,4.601021672094558
1666,scent,5.152203637935045
1667,scion,4.900554713472112
1668,scoff,3.4844862891125907
1669,scold,4.719023246694479
1670,scone,5.253103646045058
1671,scoop,3.897985258544841
1672,scope,4.9834648467235425
1673,score,5.434564605770274
1674,scorn,5.019377114250385
1675,scour,4.948509580176253
1676,scout,4.859923538513993
1677,scowl,4.434171666988976
1678,scram,4.840511295231689
1679,scrap,4.908535223182134
1680,scree,4.850347744713347
1681,screw,4.80144393073091
1682,scrub,4.34984196769477
1683,scrum,4.45457959644556
1684,scuba,4.31542818885864
1685,sedan,5.286372119822156
1686,seedy,4.249846156576851
1687,segue,4.407401282778791
1688,seize,4.192488544122655
1689,semen,4.502604282100712
1690,sense,4.0981634756967225
1691,sepia,5.156985414391306
1692,serif,5.06517417909911
1693,serum,4.983177285169495
1694,serve,4.496854696351949
1695,setup,4.926292793600943
1696,seven,4.244430040922841
1697,sever,4.403249243279984
1698,sewer,4.49400494800792
1699,shack,4.388515501267868
1700,shade,5.208839506812343
1701,shady,4.594828574129334
1702,shaft,4.711314581985819
1703,shake,4.960994236874423
1704,shaky,4.355134461240162
1705,shale,5.538324868012933
1706,shall,4.450705191127792
1707,shalt,5.271554190727542
1708,shame,5.135964284893969
1709,shank,4.582331812716324
1710,shape,5.189099318161596
1711,shard,4.996263867413921
1712,share,5.6113367628479836
1713,shark,4.746558041426835
1714,sharp,4.937952843990762
1715,shave,4.866578124913587
1716,shawl,4.618489298145235
1717,shear,5.457266319985541
1718,sheen,4.609484000041505
1719,sheep,4.333018159166447
1720,sheer,4.7486870584892
1721,sheet,4.736074371442906
1722,sheik,4.596845288363126
1723,shelf,4.611810041182456
1724,shell,4.434615614136912
1725,shied,5.032803627077531
1726,shift,4.515135127196109
1727,shine,5.27349986168239
1728,shiny,4.653199825780183
1729,shire,5.4529299526997415
1730,shirk,4.547433609553364
1731,shirt,5.174350720340885
1732,shoal,5.131696769461809
1733,shock,4.1990195077117844
1734,shone,5.2583643690905655
1735,shook,3.7139175738808983
1736,shoot,4.323656405972452
1737,shore,5.426114204803657
1738,shorn,5.021555556608221
1739,short,5.186090345726735
1740,shout,4.849843145245584
1741,shove,4.657247258501276
1742,shown,4.335403275303112
1743,showy,4.14935812085464
1744,shrew,4.804781930800813
1745,shrub,4.354020656791895
1746,shrug,4.447771333636707
1747,shuck,3.9983298618150105
1748,shunt,4.774318565898414
1749,shush,2.986314364272061
1750,shyly,3.6842217173000122
1751,siege,4.574786117288378
1752,sieve,4.3018400394976695
1753,sight,4.550473955511266
1754,sigma,4.482561077563217
1755,silky,4.399319804035454
1756,silly,4.179115795862645
1757,since,5.343183745971241
1758,sinew,4.9028921228881295
1759,singe,5.098883855991673
1760,siren,5.584244626169471
1761,sissy,3.1642965038564266
1762,sixth,4.1091010541637045
1763,sixty,4.093542034528453
1764,skate,5.229470219529215
1765,skier,5.071021105936264
1766,skiff,3.15801842779875
1767,skill,3.953975822259241
1768,skimp,3.9200680209133973
1769,skirt,4.871890842538533
1770,skulk,3.5529255239548223
1771,skull,3.7413283296524957
1772,skunk,3.448979179040878
1773,slack,4.74933590152621
1774,slain,5.383243940354481
1775,slang,4.959991800461995
1776,slant,5.493304353996756
1777,slash,4.351466955215626
1778,slate,5.858695941590879
1779,slave,5.187474169445657
1780,sleek,4.439515665358392
1781,sleep,4.664248490330889
1782,sleet,5.065195631882447
1783,slept,5.203822884806935
1784,slice,5.514349840864113
1785,slick,4.562018003564478
1786,slide,5.347924017116722
1787,slime,5.275390008853969
1788,slimy,4.655475798075603
1789,sling,4.743116256230337
1790,slink,4.659123472860491
1791,sloop,4.2157049330757035
1792,slope,5.292368447701075
1793,slosh,4.159861726662964
1794,sloth,5.04130114539399
1795,slump,4.342877122812012
1796,slung,4.531834234084083
1797,slunk,4.454069724400154
1798,slurp,4.816646126873825
1799,slush,3.946988953965768
1800,slyly,3.180663811572215
1801,smack,4.301016149875392
1802,small,4.305303635812627
1803,smart,5.2452632541381945
1804,smash,3.906659797895504
1805,smear,5.316359023805183
1806,smell,4.294868045971833
1807,smelt,5.102688804101899
1808,smile,5.230832262868155
1809,smirk,4.4195193528823005
1810,smite,5.226693139714222
1811,smith,4.617259250979694
1812,smock,4.102278803267588
1813,smoke,4.610154194850204
1814,smoky,4.016479335243979
1815,smote,5.186787859762536
1816,snack,4.585612950336398
1817,snail,5.3357933000927344
1818,snake,5.133282579338475
1819,snaky,4.516387190383133
1820,snare,5.773046422724257
1821,snarl,5.387916449749103
1822,sneak,4.902929624791095
1823,sneer,4.891154594274818
1824,snide,5.188008978621728
1825,sniff,3.6435219740340026
1826,snipe,5.178124172936884
1827,snoop,4.064426708866993
1828,snore,5.581569824422948
1829,snort,5.348362041555517
1830,snout,5.022074155826195
1831,snowy,4.31694741868075
1832,snuck,4.182217083927975
1833,snuff,3.4203570721371968
1834,soapy,4.876938463616449
1835,sober,5.209697714211018
1836,soggy,3.711194947547695
1837,solar,5.536961431828634
1838,solid,4.994062740007991
1839,solve,4.961547176565622
1840,sonar,5.517067333794614
1841,sonic,4.9063405445550785
1842,sooth,4.282713093505665
1843,sooty,4.253075973467514
1844,sorry,4.422895986020061
1845,sound,4.756704121294055
1846,south,4.863755324295572
1847,sower,5.073727979979781
1848,space,5.302319076884219
1849,spade,5.14821629414053
1850,spank,4.506542345305351
1851,spare,5.554260298626417
1852,spark,4.675634007308538
1853,spasm,3.8224393962533685
1854,spawn,4.443237546246619
1855,speak,4.672046802386425
1856,spear,5.383378149077636
1857,speck,4.316548032183231
1858,speed,4.291749192016671
1859,spell,4.361958098501211
1860,spelt,5.17148713577292
1861,spend,4.718333037951616
1862,spent,5.083510690022295
1863,sperm,4.771746128545824
1864,spice,5.122218516564406
1865,spicy,4.482131338373187
1866,spied,4.954457884545555
1867,spiel,5.272409772878291
1868,spike,4.717328500721463
1869,spiky,4.076384386967871
1870,spill,4.197680202768619
1871,spilt,5.015855413819081
1872,spine,5.193410514784787
1873,spiny,4.569453085937291
1874,spire,5.376736334763927
1875,spite,5.300668008052768
1876,splat,5.085336573422532
1877,split,4.941004976188748
1878,spoil,4.932549559889188
1879,spoke,4.673941974706164
1880,spoof,3.5886511778623
1881,spook,3.627291345783001
1882,spool,4.193506870820846
1883,spoon,4.079020404304282
1884,spore,5.342293475444365
1885,sport,5.118716487632336
1886,spout,4.779732139620738
1887,spray,4.887036176886552
1888,spree,4.770715734070346
1889,sprig,4.589156530941133
1890,spunk,4.084783361859092
1891,spurn,4.708164423902956
1892,spurt,4.888229083887351
1893,squad,3.959023955994436
1894,squat,4.342074506227404
1895,squib,3.588470610236882
1896,stack,4.62844299330613
1897,staff,3.8673941967153587
1898,stage,5.327554333255291
1899,staid,5.067612546088596
1900,stain,5.274151588764362
1901,stair,5.515656988141673
1902,stake,5.159079193434258
1903,stale,5.741543842083941
1904,stalk,4.855062542596165
1905,stall,4.639710750219712
1906,stamp,4.624790583052732
1907,stand,5.02956832574378
1908,stank,4.77058729821734
1909,stare,5.81022153906259
1910,stark,4.940906830969999
1911,start,4.7896902376709445
1912,stash,4.216980613102958
1913,state,4.973329935022071
1914,stave,5.065638449024581
1915,stead,5.195678305630403
1916,steak,4.934169282636481
1917,steal,5.480740820604942
1918,steam,5.090104282046109
1919,steed,4.549662755129747
1920,steel,4.870795032402958
1921,steep,4.51105721647693
1922,steer,4.929498117008188
1923,stein,5.276030688545743
1924,stern,5.360850443708156
1925,stick,4.430527001846454
1926,stiff,3.6754883611844598
1927,still,4.457280681465302
1928,stilt,4.511560713531136
1929,sting,4.627244954510925
1930,stink,4.551452883628112
1931,stint,4.411326081018486
1932,stock,4.430602973587976
1933,stoic,4.875765978770025
1934,stoke,4.935858484756285
1935,stole,5.520045023506402
1936,stomp,4.425297687823291
1937,stone,5.4368990203516905
1938,stony,4.863525282461438
1939,stood,4.149308018242147
1940,stool,4.457647699832181
1941,stoop,4.090914772466807
1942,store,5.613492218843591
1943,stork,4.759894792395442
1944,storm,4.8950135457869335
1945,story,5.022894591300763
1946,stout,4.2743326695634325
1947,stove,4.837665046411611
1948,strap,5.10225191513827
1949,straw,4.855828780519533
1950,stray,5.153482984226055
1951,strip,4.948102782948142
1952,strut,4.361662316154889
1953,stuck,4.224366236496424
1954,study,4.361328659207134
1955,stuff,3.456956683447905
1956,stump,4.209600275255066
1957,stung,4.411199752900468
1958,stunk,4.345659775715425
1959,stunt,4.193679083681765
1960,style,5.122973786540652
1961,suave,4.924646760043234
1962,sugar,4.985596522995704
1963,suing,4.543911854879971
1964,suite,5.459474667316998
1965,sulky,4.196542363908102
1966,sully,3.976772646482024
1967,sumac,4.549359387246897
1968,sunny,3.892810217494462
1969,super,5.121786651167502
1970,surer,4.709600467024223
1971,surge,5.127316241189741
1972,surly,4.850972654758887
1973,sushi,3.691667792791347
1974,swami,4.320645518615174
1975,swamp,4.143260228122533
1976,swarm,4.586040249737425
1977,swash,3.7586824574459627
1978,swath,4.636745895365106
1979,swear,5.170075284053406
1980,sweat,5.093401717155732
1981,sweep,4.037263348158789
1982,sweet,4.452607093673214
1983,swell,4.150649589358133
1984,swept,4.595916054638545
1985,swift,4.246957685616545
1986,swill,3.983439947665627
1987,swine,4.984590997234443
1988,swing,4.155992123230657
1989,swirl,4.7918306001783755
1990,swish,3.5656847901730155
1991,swoon,3.8719884888107687
1992,swoop,3.616166687130517
